,asw_ids,stop_platform
8769,4930_1,Horní Bezděkov A
8770,4930_2,Horní Bezděkov B
8771,4932_1,"Libušín,Důl Kladno A"
8772,4932_2,"Libušín,Důl Kladno B"
8773,4933_1,"Smečno,Na Kopaninách A"
8774,4933_2,"Smečno,Na Kopaninách B"
8775,4934_1,"Třebovle,Miškovice A"
8776,4934_2,"Třebovle,Miškovice B"
8777,4935_1,Vrbčany A
8778,4936_1,"Plaňany,Škola A"
8779,4938_1,"Třebovle,Dolní A"
8780,4938_2,"Třebovle,Dolní B"
8781,4939_1,Klášterní Skalice A
8782,4939_2,Klášterní Skalice B
8783,4940_1,"Lišany,rozvodna A"
8784,4940_2,"Lišany,rozvodna B"
8785,4941_1,"Zbečno,Újezd nad Zbečnem A"
8786,4941_2,"Zbečno,Újezd nad Zbečnem B"
8787,4942_1,Žabonosy A
8788,4942_2,Žabonosy B
8789,4943_1,"Křečhoř,Kamhajek A"
8790,4943_2,"Křečhoř,Kamhajek B"
8791,4944_2,"Plaňany,Blinka B"
8792,4945_1,"Plaňany,Hradenín A"
8793,4945_2,"Plaňany,Hradenín B"
8794,4946_1,"Plaňany,Poboří A"
8795,4946_2,"Plaňany,Poboří B"
8796,4946_3,"Plaňany,Poboří C"
8797,4947_1,Břežany I A
8798,4947_2,Břežany I B
8799,4948_1,"Břežany I,Chocenice A"
8800,4948_2,"Břežany I,Chocenice B"
8801,4949_1,Lhota A
8802,4949_2,Lhota B
8803,4950_1,"Křečhoř,Bříství A"
8804,4950_2,"Křečhoř,Bříství B"
8805,4951_1,Křečhoř A
8806,4951_2,Křečhoř B
8807,4952_1,"Křečhoř,Kutlíře A"
8808,4952_2,"Křečhoř,Kutlíře B"
8809,4953_1,"Hřebeč,základní škola A"
8810,4955_1,"Beroun,Vítězslava Hálka I A"
8811,4955_2,"Beroun,Vítězslava Hálka I B"
8812,4956_1,"Beroun,Brdatka A"
8813,4956_2,"Beroun,Brdatka B"
8814,4957_1,"Beroun,V Lužánkách A"
8815,4957_2,"Beroun,V Lužánkách B"
8816,4958_1,"Beroun,Zdejcina A"
8817,4958_2,"Beroun,Zdejcina B"
8818,4959_1,"Beroun,Vítězslava Hálka II A"
8819,4959_2,"Beroun,Vítězslava Hálka II B"
8820,4960_1,"Beroun,u hřbitova A"
8821,4960_2,"Beroun,u hřbitova B"
8822,4960_3,"Beroun,Pod Hřbitovem 3"
8823,4960_4,"Beroun,Pod Hřbitovem 4"
8824,4961_1,"Beroun,Bezručova A"
8825,4961_2,"Beroun,Bezručova B"
8826,4962_1,"Beroun,U Zelených A"
8827,4962_2,"Beroun,U Zelených B"
8828,4963_1,"Beroun,Jungmannova A"
8829,4963_2,"Beroun,Jungmannova B"
8830,4964_1,"Beroun,Hlinky A"
8831,4964_2,"Beroun,Hlinky B"
8832,4965_1,"Beroun,Lidl A"
8833,4965_2,"Beroun,Lidl B"
8834,4966_1,"Beroun,Zavadilka A"
8835,4966_2,"Beroun,Zavadilka B"
8836,4967_1,"Beroun,Jarov,odb. A"
8837,4967_2,"Beroun,Jarov,odb. B"
8838,4967_3,"Beroun,Jarov,odb. 3"
8839,4967_4,"Beroun,Jarov,odb. 4"
8840,4968_1,"Beroun,Jarov,náves A"
8841,4969_1,"Beroun,Na Ratince A"
8842,4969_2,"Beroun,Na Ratince B"
8843,4970_1,"Beroun,Na Parkáně A"
8844,4971_1,"Beroun,Delvita A"
8845,4971_2,"Beroun,Delvita B"
8846,4971_5,"Beroun,Preislerova 5"
8847,4972_1,"Králův Dvůr,Na knížecí A"
8848,4972_2,"Králův Dvůr,Na knížecí B"
8849,4972_3,"Králův Dvůr,Jungmannova C"
8850,4972_4,"Králův Dvůr,Jungmannova D"
8851,4973_1,"Králův Dvůr,škola A"
8852,4974_1,"Králův Dvůr,Zahořany A"
8853,4974_2,"Králův Dvůr,Zahořany B"
8854,4975_1,"Králův Dvůr,Nám. Míru - poliklinika A"
8855,4976_1,"Králův Dvůr,U Tří zvonků A"
8856,4976_2,"Králův Dvůr,U Tří zvonků B"
8857,4977_1,"Králův Dvůr,Počaply,škola A"
8858,4977_2,"Králův Dvůr,Počaply,škola B"
8859,4978_1,"Králův Dvůr,Počaply A"
8860,4978_2,"Králův Dvůr,Počaply B"
8861,4979_1,"Králův Dvůr,Počaply,Plzeňská A"
8862,4979_2,"Králův Dvůr,Počaply,Plzeňská B"
8863,4980_1,"Kolín,Lučební A"
8864,4980_2,"Kolín,Lučební B"
8865,4981_3,Svojšice C
8866,4981_4,Svojšice D
8867,4982_1,"Svojšice,Bošice,Rozc. A"
8868,4982_2,"Svojšice,Bošice,Rozc. B"
8869,4983_1,"Svojšice,Bošice A"
8870,4983_2,"Svojšice,Bošice 2"
8871,4984_1,"Svojšice,Karlov A"
8872,4984_2,"Svojšice,Karlov B"
8873,4985_1,Bdín A
8874,4985_2,Bdín B
8875,4986_1,"Toušice,Mlékovice A"
8876,4986_2,"Toušice,Mlékovice B"
8877,4987_1,"Dolní Chvatliny,Horní Chvatliny A"
8878,4987_2,"Dolní Chvatliny,Horní Chvatliny B"
8879,4988_1,Dolní Chvatliny A
8880,4988_2,Dolní Chvatliny B
8881,4989_1,"Dolní Chvatliny,Mančice A"
8882,4989_2,"Dolní Chvatliny,Mančice B"
8883,4990_1,"Polní Voděrady,ObÚ A"
8884,4990_2,"Polní Voděrady,ObÚ B"
8885,4991_1,Polní Voděrady A
8886,4991_2,Polní Voděrady B
8887,4992_1,Lošany A
8888,4992_2,Lošany B
8889,4993_1,Radovesnice I A
8890,4993_2,Radovesnice I B
8891,4994_1,"Kolín,Štítary A"
8892,4994_2,"Kolín,Štítary B"
8893,4995_1,"Kolín,Výfuk A"
8894,4995_2,"Kolín,Výfuk B"
8895,4996_1,"Kolín,Gymnázium A"
8896,4996_2,"Kolín,Gymnázium B"
8897,4997_1,"Kolín,Bezovka A"
8898,4997_2,"Kolín,Bezovka B"
8899,4998_1,"Kolín,Družstevní dům A"
8900,4998_2,"Kolín,Družstevní dům B"
8901,4999_1,"Radim,ObÚ A"
8902,5000_1,Libodřice A
8903,5000_2,Libodřice B
8904,5003_1,Drozdov 1
8905,5003_2,Drozdov 2
8906,5004_1,"Drozdov,škola 1"
8907,5004_2,"Drozdov,škola 2"
8908,5005_1,Chlustina 1
8909,5005_2,Chlustina 2
8910,5006_1,"Chlustina,rest. 1"
8911,5006_2,"Chlustina,rest. 2"
8912,5007_1,"Žebrák,Sedlec 1"
8913,5007_2,"Žebrák,Sedlec 2"
8914,5009_1,"Zdiby,Holosmetky 1"
8915,5010_1,"Zdiby,Polní 1"
8916,5010_2,"Zdiby,Polní 2"
8917,5011_1,"Zdiby,Přemyšlení,Chaberská 1"
8918,5012_1,"Beroun,Viničná 1"
8919,5012_2,"Beroun,Viničná 2"
8920,5013_1,"Zdiby,Zlatý kopec 1"
8921,5014_1,"Zdiby,Pod Mezí 1"
8922,5016_2,"Zdiby,Pod Hájem 2"
8923,5017_1,"Zdiby,Brnky 1"
8924,5021_1,"Klokočná,náves A"
8925,5022_1,"Benešov,Buková Lhota A"
8926,5023_1,"Benešov,Čerčanská A"
8927,5024_3,"Benešov,Albert C"
8928,5025_1,"Benešov,Jiráskova Škola A"
8929,5025_2,"Benešov,Jiráskova Gymnázium B"
8930,5027_1,"Benešov,K Tužince A"
8931,5028_1,"Benešov,Ke Stadionu A"
8932,5028_2,"Benešov,Ke Stadionu B"
8933,5029_1,"Benešov,Konopiště,informační centrum A"
8934,5031_1,"Benešov,Konopiště,sádky A"
8935,5031_2,"Benešov,Konopiště,sádky B"
8936,5032_1,"Benešov,Konopiště,sv.Anna A"
8937,5032_2,"Benešov,Konopiště,sv.Anna B"
8938,5033_1,"Benešov,Konopiště,Šiberna A"
8939,5033_2,"Benešov,Konopiště,Šiberna B"
8940,5034_1,"Benešov,Mariánovice A"
8941,5039_1,"Benešov,Neumannova A"
8942,5041_1,"Benešov,Nezvalova A"
8943,5043_1,"Benešov,Rubešova A"
8944,5044_1,"Benešov,Technické služby A"
8945,5044_2,"Benešov,Technické služby B"
8946,5045_1,"Benešov,Tylova A"
8947,5047_1,"Benešov,Vidlákova Lhota A"
8948,5049_1,"Chlístov,Racek,rozc. A"
8949,5049_2,"Chlístov,Racek,rozc. B"
8950,5051_1,"Václavice,Zbožnice A"
8951,5076_1,"Měcholupy,Želeč A"
8952,5077_1,Měcholupy A
8953,5077_2,Měcholupy B
8954,5079_1,"Žatec,žel.st. A"
8955,5079_2,"Žatec,žel.st. B"
8956,5083_1,"Volenice,Bubovice,Zliv A"
8957,5083_2,"Volenice,Bubovice,Zliv B"
8958,5084_1,"Střezimíř,žel.zast.rozc. A"
8959,5084_2,"Střezimíř,žel.zast.rozc. B"
8960,5084_3,"Střezimíř,žel.zast. C"
8961,5085_1,"Milovice,průmyslová zóna A"
8962,5085_2,"Milovice,průmyslová zóna B"
8963,5086_1,"Zvole,K Jarovu A"
8964,5086_2,"Zvole,K Jarovu B"
8965,5087_1,"Zlatníky-Hodkovice,Inovační A"
8966,5088_1,"Zlatníky-Hodkovice,Na Drahách A"
8967,5088_2,"Zlatníky-Hodkovice,Na Drahách B"
8968,5091_1,"Statenice,u hřiště A"
8969,5091_2,"Statenice,u hřiště B"
8970,5093_1,"Měcholupy,Želeč,rozc. A"
8971,5093_2,"Měcholupy,Želeč,rozc. B"
8972,5097_1,"Rostoklaty,V Polích 1"
8973,5097_2,"Rostoklaty,V Polích 2"
8974,5099_1,"Králův Dvůr,Zahořany,Pod Hájem 1"
8975,5099_2,"Králův Dvůr,Zahořany,Pod Hájem 2"
8976,5209_51,Libeňské doky Z1
8977,5209_52,Libeňské doky Z2
8978,5210_52,Štorchova Z2
8979,5354_1,"Olbramovice,parcely 1"
8980,5354_2,"Olbramovice,parcely 2"
8981,5355_1,"Velké Přílepy,Podmoráňská 1"
8982,5355_2,"Velké Přílepy,Podmoráňská 2"
8983,5701_1,"Vysoký Chlumec,Hrabří,kaple Medná A"
8984,5701_2,"Vysoký Chlumec,Hrabří,kaple Medná B"
8985,5702_1,"Svatý Jan,rozc. A"
8986,5702_2,"Svatý Jan,rozc. B"
8987,5703_1,"Svatý Jan,Řadovy,Radobyl A"
8988,5703_2,"Svatý Jan,Řadovy,Radobyl B"
8989,5703_3,"Svatý Jan,Řadovy,Radobyl C"
8990,5703_4,"Svatý Jan,Řadovy,Radobyl D"
8991,5704_1,"Svatý Jan,rozc.Smrčí A"
8992,5704_2,"Svatý Jan,rozc.Smrčí B"
8993,5705_1,"Svatý Jan,v jedlinách A"
8994,5706_1,"Svatý Jan,Brzina A"
8995,5706_2,"Svatý Jan,Brzina B"
8996,5707_1,"Svatý Jan,Drážkov A"
8997,5707_2,"Svatý Jan,Drážkov B"
8998,5708_1,"Svatý Jan,Hojšín A"
8999,5708_2,"Svatý Jan,Hojšín B"
9000,5710_1,"Svatý Jan,Hrachov A"
9001,5711_1,"Svatý Jan,Hrachov,Vestecký most A"
9002,5711_2,"Svatý Jan,Hrachov,Vestecký most B"
9003,5712_1,"Svatý Jan,Řadovy A"
9004,5712_2,"Svatý Jan,Řadovy B"
9005,5713_1,"Svatý Jan,Skrýšov A"
9006,5713_2,"Svatý Jan,Skrýšov B"
9007,5714_1,"Svatý Jan,Hrachov,Zrůbek A"
9008,5714_2,"Svatý Jan,Hrachov,Zrůbek B"
9009,5715_1,Svojšice A
9010,5715_2,Svojšice B
9011,5716_1,"Svojšice,Kletice A"
9012,5716_2,"Svojšice,Kletice B"
9013,5717_1,Šetějovice A
9014,5717_2,Šetějovice B
9015,5718_1,"Šetějovice,Nechyba A"
9016,5718_2,"Šetějovice,Nechyba B"
9017,5719_1,"Šetějovice,Dolní Rápotice A"
9018,5719_2,"Šetějovice,Dolní Rápotice B"
9019,5720_1,Štětkovice A
9020,5720_2,Štětkovice B
9021,5722_1,"Štětkovice,Chrastava A"
9022,5722_2,"Štětkovice,Chrastava B"
9023,5723_1,Těchařovice A
9024,5723_2,Těchařovice B
9025,5724_1,"Těchařovice,Na Čmíně A"
9026,5724_2,"Těchařovice,Na Čmíně B"
9027,5724_3,"Těchařovice,Na Čmíně C"
9028,5725_1,Teplýšovice A
9029,5725_2,Teplýšovice B
9030,5726_1,"Teplýšovice,Čeňovice A"
9031,5726_2,"Teplýšovice,Čeňovice B"
9032,5727_1,"Teplýšovice,Čeňovice,rozc. A"
9033,5727_2,"Teplýšovice,Čeňovice,rozc. B"
9034,5728_1,"Teplýšovice,Humenec,rozc. A"
9035,5728_2,"Teplýšovice,Humenec,rozc. B"
9036,5729_1,"Teplýšovice,Kochánov A"
9037,5729_2,"Teplýšovice,Kochánov B"
9038,5730_1,"Teplýšovice,Smilov A"
9039,5730_2,"Teplýšovice,Smilov B"
9040,5731_1,"Čakov,rozc.Zálesí A"
9041,5731_2,"Čakov,rozc.Zálesí B"
9042,5732_1,Tichonice A
9043,5732_2,Tichonice B
9044,5733_1,"Tichonice,Soušice A"
9045,5733_2,"Tichonice,Soušice B"
9046,5734_1,"Tichonice,Soušice,Dolíky A"
9047,5734_2,"Tichonice,Soušice,Dolíky B"
9048,5736_1,Tochovice A
9049,5736_2,Tochovice B
9050,5737_1,"Tochovice,ObÚ A"
9051,5738_1,"Tochovice,Hořejany A"
9052,5739_1,Tomice A
9053,5739_2,Tomice B
9054,5740_1,"Tomice,u mostu A"
9055,5740_2,"Tomice,u mostu B"
9056,5741_1,"Trhový Štěpánov,Vlašimská A"
9057,5741_2,"Trhový Štěpánov,Vlašimská B"
9058,5742_1,"Trhový Štěpánov,mlýn A"
9059,5742_2,"Trhový Štěpánov,mlýn B"
9060,5743_1,"Trhový Štěpánov,nám. A"
9061,5743_2,"Trhový Štěpánov,nám. B"
9062,5743_3,"Trhový Štěpánov,nám. C"
9063,5743_4,"Trhový Štěpánov,nám. D"
9064,5744_1,"Trhový Štěpánov,ObÚ A"
9065,5744_2,"Trhový Štěpánov,ObÚ B"
9066,5745_1,"Trhový Štěpánov,pod pasekou A"
9067,5745_2,"Trhový Štěpánov,pod pasekou B"
9068,5747_1,"Trhový Štěpánov,Dalkovice A"
9069,5747_2,"Trhový Štěpánov,Dalkovice B"
9070,5748_1,"Trhový Štěpánov,Dubějovice A"
9071,5748_2,"Trhový Štěpánov,Dubějovice B"
9072,5749_1,"Trhový Štěpánov,Sedmpány A"
9073,5749_2,"Trhový Štěpánov,Sedmpány B"
9074,5750_1,"Trhový Štěpánov,Sedmpány,háj. A"
9075,5750_2,"Trhový Štěpánov,Sedmpány,háj. B"
9076,5751_1,"Trhový Štěpánov,Střechov A"
9077,5751_2,"Trhový Štěpánov,Střechov B"
9078,5752_1,"Trhový Štěpánov,Střechov,u mostu A"
9079,5752_2,"Trhový Štěpánov,Střechov,u mostu B"
9080,5753_1,"Třebešice,rozc. A"
9081,5753_2,"Třebešice,rozc. B"
9082,5755_1,Třebsko A
9083,5755_2,Třebsko B
9084,5756_1,Tušovice A
9085,5756_2,Tušovice B
9086,5757_1,"Tušovice,Tušovičky A"
9087,5757_2,"Tušovice,Tušovičky B"
9088,5759_1,"Úmonín,Březová A"
9089,5759_2,"Úmonín,Březová B"
9090,5760_1,"Úmonín,Lomec A"
9091,5760_2,"Úmonín,Lomec B"
9092,5761_1,"Úmonín,Lomeček A"
9093,5761_2,"Úmonín,Lomeček B"
9094,5762_1,"Úmonín,Lomeček,rozc. A"
9095,5762_2,"Úmonín,Lomeček,rozc. B"
9096,5764_1,"Veliš,bytovky A"
9097,5764_2,"Veliš,bytovky B"
9098,5765_1,"Veliš,Nespery A"
9099,5765_2,"Veliš,Nespery B"
9100,5767_1,"Zaječov,u hřbitova 1"
9101,5767_2,"Zaječov,u hřbitova 2"
9102,5768_1,Věšín A
9103,5768_2,Věšín B
9104,5772_1,"Vidice,Karlov,rozc. A"
9105,5772_2,"Vidice,Karlov,rozc. B"
9106,5773_1,Višňová A
9107,5773_2,Višňová B
9108,5774_1,"Višňová,Buda A"
9109,5774_2,"Višňová,Buda B"
9110,5775_1,"Višňová,Hlinovka A"
9111,5775_2,"Višňová,Hlinovka B"
9112,5776_1,"Višňová,rozc. A"
9113,5776_2,"Višňová,rozc. B"
9114,5777_1,"Vlašim,Budvar A"
9115,5777_2,"Vlašim,Budvar B"
9116,5778_1,"Vlašim,Československé armády A"
9117,5778_2,"Vlašim,Československé armády B"
9118,5779_1,"Vlašim,Sukova A"
9119,5779_2,"Vlašim,Sukova B"
9120,5780_1,"Vlašim,kolonie A"
9121,5780_2,"Vlašim,kolonie B"
9122,5782_1,"Vlašim,Navrátilova A"
9123,5782_2,"Vlašim,Navrátilova B"
9124,5783_1,"Vlašim,Navrátilova-školka A"
9125,5783_2,"Vlašim,Navrátilova-školka B"
9126,5784_1,"Vlašim,Obora A"
9127,5784_2,"Vlašim,Obora B"
9128,5785_1,"Vlašim,ZŠ Sídliště A"
9129,5785_2,"Vlašim,ZŠ Sídliště B"
9130,5786_1,"Vlašim,Politických vězňů A"
9131,5786_2,"Vlašim,Politických vězňů B"
9132,5787_1,"Vlašim,U Vorliny A"
9133,5787_2,"Vlašim,U Vorliny B"
9134,5788_1,"Vlašim,vodárna A"
9135,5788_2,"Vlašim,vodárna B"
9136,5789_1,"Vlašim,ZŠ Vorlina A"
9137,5789_2,"Vlašim,ZŠ Vorlina B"
9138,5790_1,"Vlašim,Bolina A"
9139,5790_2,"Vlašim,Bolina B"
9140,5792_1,"Vlašim,Šebíř A"
9141,5792_2,"Vlašim,Šebíř B"
9142,5793_1,"Vlašim,Bolinka A"
9143,5793_2,"Vlašim,Bolinka B"
9144,5794_1,"Vlašim,Bolinka-hájovna A"
9145,5794_2,"Vlašim,Bolinka-hájovna B"
9146,5795_1,"Vlašim,Březina A"
9147,5795_2,"Vlašim,Březina B"
9148,5796_1,"Vlašim,Domašín,brána A"
9149,5796_2,"Vlašim,Domašín,brána B"
9150,5797_1,"Vlašim,Domašín,kolonie A"
9151,5797_2,"Vlašim,Domašín,kolonie B"
9152,5798_1,"Vlašim,Domašín,nám. A"
9153,5798_2,"Vlašim,Domašín,nám. B"
9154,5799_1,"Vlašim,Domašín,u transformátoru A"
9155,5799_2,"Vlašim,Domašín,u transformátoru B"
9156,5801_1,"Vlašim,Hrazená Lhota A"
9157,5803_1,"Vlašim,Nesperská Lhota A"
9158,5803_2,"Vlašim,Nesperská Lhota B"
9159,5804_1,"Vlašim,Polánka A"
9160,5804_2,"Vlašim,Polánka B"
9161,5805_1,"Vlašim,Polánka,rozc. A"
9162,5805_2,"Vlašim,Polánka,rozc. B"
9163,5806_1,"Vlašim,Skalkov A"
9164,5806_2,"Vlašim,Skalkov B"
9165,5808_1,Vodslivy A
9166,5808_2,Vodslivy B
9167,5809_1,"Vodslivy,rozc. A"
9168,5809_2,"Vodslivy,rozc. B"
9169,5810_1,Volenice A
9170,5810_2,Volenice B
9171,5812_1,"Volenice,Bubovice A"
9172,5812_2,"Volenice,Bubovice B"
9173,5813_1,"Volenice,Pročevily A"
9174,5813_2,"Volenice,Pročevily B"
9175,5814_1,"Volenice,Pročevily,Na Drahách A"
9176,5814_2,"Volenice,Pročevily,Na Drahách B"
9177,5815_1,"Zákolany,Vystrkov A"
9178,5815_2,"Zákolany,Vystrkov B"
9179,5816_1,Vracovice A
9180,5816_2,Vracovice B
9181,5817_1,"Vracovice,u hřiště A"
9182,5817_2,"Vracovice,u hřiště B"
9183,5818_1,"Vracovice,Malovidy A"
9184,5818_2,"Vracovice,Malovidy B"
9185,5819_1,"Vracovice,Malovidy,rozc. A"
9186,5819_2,"Vracovice,Malovidy,rozc. B"
9187,5820_1,"Vrančice,Životice,rozc. A"
9188,5820_2,"Vrančice,Životice,rozc. B"
9189,5821_1,"Vrančice,Životice A"
9190,5821_2,"Vrančice,Životice B"
9191,5822_1,Vranov A
9192,5822_2,Vranov B
9193,5823_1,"Vranov,Bezděkov,rozc. A"
9194,5823_2,"Vranov,Bezděkov,rozc. B"
9195,5824_1,"Vranov,Údolnice,rozc. A"
9196,5824_2,"Vranov,Údolnice,rozc. B"
9197,5825_1,"Vranov,Vranovská Lhota,u kovárny A"
9198,5825_2,"Vranov,Vranovská Lhota,u kovárny B"
9199,5825_4,"Vranov,Vranovská Lhota D"
9200,5826_1,Vranovice A
9201,5826_2,Vranovice B
9202,5827_1,"Vranovice,dvůr A"
9203,5827_2,"Vranovice,dvůr B"
9204,5828_1,"Sedlice,Hoděmyšl A"
9205,5828_2,"Sedlice,Hoděmyšl B"
9206,5830_1,"Sibřina,škola A"
9207,5833_1,Všechlapy A
9208,5833_2,Všechlapy B
9209,5834_1,"Všechlapy,Nový mlýn A"
9210,5834_2,"Všechlapy,Nový mlýn B"
9211,5835_1,"Všechlapy,Želivka A"
9212,5835_2,"Všechlapy,Želivka B"
9213,5836_1,Vševily A
9214,5836_2,Vševily B
9215,5837_1,Vysoká u Příbramě A
9216,5837_2,Vysoká u Příbramě B
9217,5838_1,"Vysoká u Příbramě,u kapličky A"
9218,5838_2,"Vysoká u Příbramě,u kapličky B"
9219,5839_1,Vysoký Chlumec A
9220,5839_2,Vysoký Chlumec B
9221,5840_1,"Vysoký Chlumec,pivovar A"
9222,5840_2,"Vysoký Chlumec,pivovar B"
9223,5841_1,"Vysoký Chlumec,Víska A"
9224,5841_2,"Vysoký Chlumec,Víska B"
9225,5841_3,"Vysoký Chlumec,Víska C"
9226,5843_1,"Vysoký Chlumec,Hradce,rozc. A"
9227,5843_2,"Vysoký Chlumec,Hradce,rozc. B"
9228,5844_2,"Vysoký Chlumec,Pořešice,Panská Tisovnice B"
9229,5845_1,"Vysoký Chlumec,Bláhova Lhota A"
9230,5845_2,"Vysoký Chlumec,Bláhova Lhota B"
9231,5846_1,"Vysoký Chlumec,Hrabří A"
9232,5846_2,"Vysoký Chlumec,Hrabří B"
9233,5847_1,"Vysoký Chlumec,Hradce A"
9234,5847_2,"Vysoký Chlumec,Hradce B"
9235,5848_1,"Vysoký Chlumec,Pořešice A"
9236,5848_2,"Vysoký Chlumec,Pořešice B"
9237,5849_1,"Vysoký Chlumec,Vápenice A"
9238,5849_2,"Vysoký Chlumec,Vápenice B"
9239,5850_1,"Vysoký Chlumec,Pořešice,Zvěstovice A"
9240,5851_1,Xaverov A
9241,5851_2,Xaverov B
9242,5852_1,"Xaverov,u hřbitova A"
9243,5852_2,"Xaverov,u hřbitova B"
9244,5854_1,Zalužany A
9245,5854_2,Zalužany B
9246,5855_1,"Zalužany,ObÚ A"
9247,5855_2,"Zalužany,ObÚ B"
9248,5856_1,"Zalužany,čerpací stanice A"
9249,5856_2,"Zalužany,čerpací stanice B"
9250,5857_1,Zbenice A
9251,5857_2,Zbenice B
9252,5858_1,"Zbenice,cihelna A"
9253,5858_2,"Zbenice,cihelna B"
9254,5859_2,"Těchařovice,rozc.Zbenice B"
9255,5859_3,"Těchařovice,rozc.Zbenice C"
9256,5860_1,"Zbizuby,Vlková A"
9257,5861_1,"Kutná Hora,Žižkov,u hřbitova A"
9258,5861_2,"Kutná Hora,Žižkov,u hřbitova B"
9259,5862_1,"Kutná Hora,Karlov,Klimeška A"
9260,5863_1,Zdislavice A
9261,5865_1,"Zdislavice,silo A"
9262,5865_2,"Zdislavice,silo B"
9263,5866_1,Zduchovice A
9264,5866_2,Zduchovice B
9265,5867_1,"Zruč n.Sáz.,Domahoř,rozc. A"
9266,5867_2,"Zruč n.Sáz.,Domahoř,rozc. B"
9267,5868_1,"Zruč n.Sáz.,Nesměřice A"
9268,5868_2,"Zruč n.Sáz.,Nesměřice B"
9269,5869_1,"Žehušice,ZŠ A"
9270,5869_51,"Žehušice,ZŠ A"
9271,5870_1,Županovice A
9272,5873_1,"Horčápsko,Hráze A"
9273,5873_2,"Horčápsko,Hráze B"
9274,5874_1,"Dublovice,Zvírotice,Rybárna A"
9275,5874_2,"Dublovice,Zvírotice,Rybárna B"
9276,5876_1,"Kamýk n.Vlt.,hřiště A"
9277,5876_2,"Kamýk n.Vlt.,hřiště B"
9278,5878_1,"Rožmitál p.Tř.,Zalánská A"
9279,5878_2,"Rožmitál p.Tř.,Zalánská B"
9280,5879_1,"Vysoký Chlumec,Vápenice,u sloupu A"
9281,5879_2,"Vysoký Chlumec,Vápenice,u sloupu B"
9282,5880_1,"Benešov,Pražská A"
9283,5880_2,"Benešov,Pražská B"
9284,5881_1,"Benešov,Purkyňova A"
9285,5881_2,"Benešov,Purkyňova B"
9286,5882_1,"Benešov,Křižíkova A"
9287,5882_2,"Benešov,Křižíkova B"
9288,5883_1,"Benešov,Zapova A"
9289,5883_2,"Benešov,Zapova B"
9290,5884_1,"Benešov,Pomněnice A"
9291,5884_2,"Benešov,Pomněnice B"
9292,5885_1,"Benešov,MŠ Úsměv A"
9293,5886_1,"Benešov,Antuškova A"
9294,5886_2,"Benešov,Antuškova B"
9295,5887_1,"Loket u Čechtic,Brzotice,rozc.I A"
9296,5887_2,"Loket u Čechtic,Brzotice,rozc.I B"
9297,5888_1,"Vlašim,Městský úřad A"
9298,5888_2,"Vlašim,Městský úřad B"
9299,5889_1,"Bernartice,SSÚD A"
9300,5889_2,"Bernartice,SSÚD B"
9301,5890_1,"Postupice,Jezviny A"
9302,5890_2,"Postupice,Jezviny B"
9303,5891_1,"Horky,Skalka A"
9304,5892_2,"Úholičky,Podmoráň B"
9305,5893_1,"Loket u Čechtic,motorest A"
9306,5894_1,"Dublovice,Líchovy,zbrojnice A"
9307,5895_1,"Kamýk n.Vlt.,u školky A"
9308,5896_1,"Kolín,U Červených A"
9309,5897_1,"Čáslav,Hudební škola A"
9310,5897_2,"Čáslav,Hudební škola B"
9311,5898_1,"Benešov,Penny Market A"
9312,5898_2,"Benešov,Penny Market B"
9313,5898_3,"Benešov,Penny Market A"
9314,5899_1,"Benešov,Kaufland A"
9315,5900_1,Třebešice A
9316,5901_1,"Benešov,Černoleská A"
9317,5901_2,"Benešov,Černoleská B"
9318,5902_1,"Postupice,Benešovská A"
9319,5902_2,"Postupice,Benešovská B"
9320,5903_1,"Sedlčany,Oříkov,rozc. A"
9321,5904_1,"Trhový Štěpánov,na potoce A"
9322,5904_2,"Trhový Štěpánov,na potoce B"
9323,5905_1,"Benešov,Pomněnice,zahrádky A"
9324,5905_2,"Benešov,Pomněnice,zahrádky B"
9325,5907_1,"Hvožďany,Vacíkov,u křížku A"
9326,5907_2,"Hvožďany,Vacíkov,u křížku B"
9327,5909_1,"Svaté Pole,u kostela A"
9328,5909_2,"Svaté Pole,u kostela B"
9329,5911_1,"Benešov,Plavecký stadion A"
9330,5911_2,"Benešov,Plavecký stadion B"
9331,5913_1,"Kutná Hora,Malín,Mincovní A"
9332,5914_1,"Milovice,Sluneční vrch A"
9333,5914_2,"Milovice,Sluneční vrch B"
9334,5916_1,"Svojšice,rozc. A"
9335,5916_2,"Svojšice,rozc. B"
9336,5917_1,"Sázava,u Martina A"
9337,5917_2,"Sázava,u Martina B"
9338,5918_1,"Bohostice,sídliště A"
9339,5919_1,"Koněprusy,rozc.1.5 1"
9340,5919_2,"Koněprusy,rozc.1.5 2"
9341,5920_1,"Divišov,Vrcha A"
9342,5920_2,"Divišov,Vrcha B"
9343,5921_1,"Vysoká u Příbramě,Rusalka A"
9344,5921_2,"Vysoká u Příbramě,Rusalka B"
9345,5922_1,"Rožmitál p.Tř.,Pňovice,bytovky A"
9346,5923_1,Nýrská A
9347,5926_1,"Benešov,Pomněnice,obchodní centrum A"
9348,5926_2,"Benešov,Pomněnice,obchodní centrum B"
9349,5928_1,Sluštice 1
9350,5928_2,Sluštice 2
9351,5929_1,"Borotice,Čelina,rozc. A"
9352,5929_2,"Borotice,Čelina,rozc. B"
9353,5930_1,"Borotice,Dražetice,rozc. A"
