,asw_ids,stop_platform
14124,9832_1,"Komárov,Sokolovice A"
14125,9832_2,"Komárov,Sokolovice B"
14126,9833_1,"Komárov,Na Kocábce A"
14127,9833_2,"Komárov,Na Kocábce B"
14128,9834_1,"Komárov,sídl. A"
14129,9834_2,"Komárov,sídl. B"
14130,9835_1,"Chaloupky,Ptákov A"
14131,9835_2,"Chaloupky,Ptákov B"
14132,9836_1,Chaloupky A
14133,9836_2,Chaloupky B
14134,9836_3,Chaloupky C
14135,9836_4,Chaloupky D
14136,9837_1,"Chaloupky,Neřežín A"
14137,9838_1,Malá Víska A
14138,9839_1,"Lochovice,papírna I A"
14139,9839_2,"Lochovice,papírna I B"
14140,9840_1,"Lochovice,Obora A"
14141,9840_2,"Lochovice,Obora B"
14142,9841_1,"Lochovice,u závor A"
14143,9841_2,"Lochovice,u závor B"
14144,9842_1,"Lochovice,nám. A"
14145,9842_2,"Lochovice,nám. B"
14146,9843_1,"Lochovice,Na Drahách A"
14147,9843_2,"Lochovice,Na Drahách B"
14148,9844_1,"Lochovice,traktorka A"
14149,9844_2,"Lochovice,traktorka B"
14150,9845_1,"Lochovice,ústav A"
14151,9845_2,"Lochovice,ústav B"
14152,9846_1,"Lochovice,Netolice A"
14153,9846_2,"Lochovice,Netolice B"
14154,9847_1,"Lochovice,Netolice,rozc. A"
14155,9847_2,"Lochovice,Netolice,rozc. B"
14156,9848_1,Lhotka A
14157,9848_2,Lhotka B
14158,9849_1,Neumětely A
14159,9849_2,Neumětely B
14160,9850_1,Libomyšl A
14161,9851_1,"Libomyšl,u mostu A"
14162,9851_2,"Libomyšl,u mostu B"
14163,9852_1,"Libomyšl,Želkovice A"
14164,9853_1,"Málkov,Jednota A"
14165,9855_1,Otmíče A
14166,9855_2,Otmíče B
14167,9856_1,Praskolesy A
14168,9856_2,Praskolesy B
14169,9856_3,Praskolesy C
14170,9857_1,Kotopeky A
14171,9857_2,Kotopeky B
14172,9858_1,"Kotopeky,u bytovky A"
14173,9858_2,"Kotopeky,u bytovky B"
14174,9859_1,"Kotopeky,Tihava A"
14175,9859_2,"Kotopeky,Tihava B"
14176,9860_1,"Kotopeky,Tihava,u mostu A"
14177,9860_2,"Kotopeky,Tihava,u mostu B"
14178,9861_1,"Zaječov,u mostu A"
14179,9861_2,"Zaječov,u mostu B"
14180,9862_1,"Zaječov,Hamburk A"
14181,9862_2,"Zaječov,Hamburk B"
14182,9863_1,Zaječov A
14183,9863_2,Zaječov B
14184,9864_1,"Zaječov,Kvaň,ObÚ A"
14185,9864_2,"Zaječov,Kvaň,ObÚ B"
14186,9865_1,"Zaječov,Kvaň,u Vrby A"
14187,9865_2,"Zaječov,Kvaň,u Vrby B"
14188,9866_1,"Zaječov,Kvaň,u Ciprů A"
14189,9866_2,"Zaječov,Kvaň,u Ciprů B"
14190,9867_1,Jivina A
14191,9867_2,Jivina B
14192,9868_1,Olešná A
14193,9868_2,Olešná B
14194,9869_1,"Zaječov,mlýn A"
14195,9869_2,"Zaječov,mlýn B"
14196,9870_1,"Brodce,Obecní úřad A"
14197,9870_2,"Brodce,Obecní úřad B"
14198,9871_1,"Horní Beřkovice,točna A"
14199,9873_1,"Strančice,obchodní centrum A"
14200,9873_2,"Strančice,obchodní centrum B"
14201,9873_3,"Strančice,obchodní centrum C"
14202,9875_1,"Maršovice,Zderadice A"
14203,9876_1,"Roudnice n.L.,Hornická A"
14204,9876_2,"Roudnice n.L.,Hornická B"
14205,9877_1,"Roudnice n.L.,sídliště A"
14206,9877_2,"Roudnice n.L.,sídliště B"
14207,9878_1,"Roudnice n.L.,nemocnice A"
14208,9878_2,"Roudnice n.L.,nemocnice B"
14209,9879_1,"Roudnice n.L.,ČSAD A"
14210,9880_1,Břeclavská A
14211,9880_2,Břeclavská B
14212,9881_1,"Kunice,Dolní Lomnice,Lomnická A"
14213,9881_2,"Kunice,Dolní Lomnice,Lomnická B"
14214,9882_1,"Buš,Pod Klíčem A"
14215,9882_2,"Buš,Pod Klíčem B"
14216,9883_1,"Hýskov,Na Krétě A"
14217,9883_2,"Hýskov,Na Krétě B"
14218,9884_1,"Rožďalovice,nám. A"
14219,9885_1,"Rožďalovice,škola A"
14220,9885_2,"Rožďalovice,škola B"
14221,9886_1,"Rožďalovice,Ledečky 1"
14222,9886_2,"Rožďalovice,Ledečky 2"
14223,9887_1,"Rožďalovice,Podlužany A"
14224,9887_2,"Rožďalovice,Podlužany B"
14225,9888_1,"Košík,Tuchom A"
14226,9889_1,Košík A
14227,9889_2,Košík B
14228,9890_1,"Košík,Doubravany A"
14229,9890_2,"Košík,Doubravany B"
14230,9891_1,"Křinec,Nové Zámky A"
14231,9891_2,"Křinec,Nové Zámky B"
14232,9892_1,Žitovlice A
14233,9892_2,Žitovlice B
14234,9893_1,"Žitovlice,Pojedy A"
14235,9893_2,"Žitovlice,Pojedy B"
14236,9894_1,"Příbram,Bytíz,Šachta 1"
14237,9895_1,"Rakovník,střelnice 1"
14238,9895_2,"Rakovník,střelnice 2"
14239,9896_1,"Rakovník,Na Spravedlnosti 1"
14240,9896_2,"Rakovník,Na Spravedlnosti 2"
14241,9897_1,"Rakovník,Šamotka 1"
14242,9897_2,"Rakovník,Šamotka 2"
14243,9897_4,"Rakovník,Šamotka 4"
14244,9898_1,"Lužná,Čs.armády 1"
14245,9898_2,"Lužná,Čs.armády 2"
14246,9899_2,"Lužná,Červený kříž 2"
14247,9899_3,"Lužná,Červený kříž 3"
14248,9899_4,"Lužná,Červený kříž 4"
14249,9900_1,"Ruda,Horácká lísa 1"
14250,9900_2,"Ruda,Horácká lísa 2"
14251,9901_1,Ruda 1
14252,9901_2,Ruda 2
14253,9902_1,"Ruda,u rybníka 1"
14254,9902_2,"Ruda,u rybníka 2"
14255,9903_1,"Roudnice n.L.,u hřbitova A"
14256,9903_2,"Roudnice n.L.,u hřbitova B"
14257,9905_1,"Mělník,Na Brabčově A"
14258,9905_2,"Mělník,Na Brabčově B"
14259,9906_1,"Rakovník,koup. 1"
14260,9906_2,"Rakovník,koup. 2"
14261,9907_1,"Rakovník,židovský hřbitov 1"
14262,9907_2,"Rakovník,židovský hřbitov 2"
14263,9908_1,"Rakovník,Wintrovo nám. 1"
14264,9908_2,"Rakovník,Wintrovo nám. 2"
14265,9909_1,"Lužná,Masarykovo nám. 1"
14266,9911_1,"Lužná,kpt.Jaroše 1"
14267,9911_2,"Lužná,kpt.Jaroše 2"
14268,9912_1,"Lužná,lesní správa 1"
14269,9912_2,"Lužná,lesní správa 2"
14270,9913_1,"Lubná,pod vrškem 1"
14271,9913_2,"Lubná,pod vrškem 2"
14272,9914_1,"Ruda,osada Brejl 1"
14273,9914_2,"Ruda,osada Brejl 2"
14274,9915_1,"Nové Strašecí,Pecínov 1"
14275,9916_1,Nový Dům 1
14276,9916_2,Nový Dům 2
14277,9917_1,"Nový Dům,Doupno 1"
14278,9917_2,"Nový Dům,Doupno 2"
14279,9918_1,"Nový Dům,háj. 1"
14280,9918_2,"Nový Dům,háj. 2"
14281,9919_1,"Lužná,Lišanská 1"
14282,9919_2,"Lužná,Lišanská 2"
14283,9920_1,Tuchlovice 1
14284,9920_2,Tuchlovice 2
14285,9921_1,"Zruč n.Sáz.,Dubinská 1"
14286,9921_2,"Zruč n.Sáz.,Dubinská 2"
14287,9922_1,"Tuchlovice,Dřevěnkov 1"
14288,9922_2,"Tuchlovice,Dřevěnkov 2"
14289,9923_1,"Kamenné Žehrovice,Háje 1"
14290,9923_2,"Kamenné Žehrovice,Háje 2"
14291,9924_1,Kamenné Žehrovice 1
14292,9924_2,Kamenné Žehrovice 2
14293,9926_1,"Velká Dobrá,škola 1"
14294,9926_2,"Velká Dobrá,škola 2"
14295,9927_1,Velká Dobrá 1
14296,9927_2,Velká Dobrá 2
14297,9929_1,"Neratovice,Sídliště A"
14298,9929_2,"Neratovice,Sídliště B"
14299,9930_1,"Dymokury,Na Drážce A"
14300,9930_2,"Dymokury,Na Drážce B"
14301,9931_1,"Kamenný Přívoz,Kašparka A"
14302,9931_2,"Kamenný Přívoz,Kašparka B"
14303,9932_1,"Dymokury,Svídnice,u trati A"
14304,9933_1,"Kácov,Zderadiny 1"
14305,9933_2,"Kácov,Zderadiny 2"
14306,9934_1,"Kácov,Zderadinky 1"
14307,9934_2,"Kácov,Zderadinky 2"
14308,9935_1,"Uhlířské Janovice,Kolínská 1"
14309,9935_2,"Uhlířské Janovice,Kolínská 2"
14310,9936_1,"Onomyšl,Křečovice,rozc. 1"
14311,9936_2,"Onomyšl,Křečovice,rozc. 2"
14312,9937_1,"Onomyšl,Miletín 1"
14313,9937_2,"Onomyšl,Miletín 2"
14314,9938_1,"Onomyšl,Rozkoš 1"
14315,9938_2,"Onomyšl,Rozkoš 2"
14316,9939_1,"Rašovice,Jindice 1"
14317,9939_2,"Rašovice,Jindice 2"
14318,9940_1,"Rašovice,Mančice,rozc. 1"
14319,9940_2,"Rašovice,Mančice,rozc. 2"
14320,9941_1,"Suchdol,Dobřeň 1"
14321,9941_2,"Suchdol,Dobřeň 2"
14322,9942_1,"Suchdol,Malenovice 1"
14323,9942_2,"Suchdol,Malenovice 2"
14324,9943_1,"Suchdol,Solopysky 1"
14325,9943_2,"Suchdol,Solopysky 2"
14326,9944_1,"Uhlířské Janovice,Malejovice 1"
14327,9944_2,"Uhlířské Janovice,Malejovice 2"
14328,9945_1,"Samopše,Talmberk 1"
14329,9945_2,"Samopše,Talmberk 2"
14330,9946_1,Zbizuby 1
14331,9946_2,Zbizuby 2
14332,9947_1,"Zbizuby,Makolusky 1"
14333,9947_2,"Zbizuby,Makolusky 2"
14334,9948_1,"Zbizuby,Nechyba 1"
14335,9948_2,"Zbizuby,Nechyba 2"
14336,9949_1,"Zbizuby,Vlková,rozc. 1"
14337,9949_2,"Zbizuby,Vlková,rozc. 2"
14338,9950_1,"Košice,rozc. 1"
14339,9950_2,"Košice,rozc. 2"
14340,9951_1,"Miskovice,Mezholezy 1"
14341,9951_2,"Miskovice,Mezholezy 2"
14342,9952_1,Onomyšl 1
14343,9952_2,Onomyšl 2
14344,9953_1,"Onomyšl,Křečovice,hl.sil. 1"
14345,9953_2,"Onomyšl,Křečovice,hl.sil. 2"
14346,9954_1,Rašovice 1
14347,9954_2,Rašovice 2
14348,9955_1,"Rašovice,Mančice 1"
14349,9955_2,"Rašovice,Mančice 2"
14350,9956_1,"Rašovice,Netušil 1"
14351,9956_2,"Rašovice,Netušil 2"
14352,9957_1,"Suchdol,Vysoká 1"
14353,9958_1,Vidice 1
14354,9958_2,Vidice 2
14355,9959_1,"Vidice,Karlov 1"
14356,9959_2,"Vidice,Karlov 2"
14357,9960_1,"Vidice,Tuchotice,rozc. 1"
14358,9960_2,"Vidice,Tuchotice,rozc. 2"
14359,9961_1,Podveky A
14360,9961_2,Podveky 2
14361,9961_3,Podveky C
14362,9962_1,"Podveky,Ježovice 1"
14363,9962_2,"Podveky,Ježovice 2"
14364,9963_1,"Podveky,Zalíbená 1"
14365,9963_2,"Podveky,Zalíbená 2"
14366,9964_1,Rataje n.Sáz. 1
14367,9965_1,"Rataje n.Sáz.,hřbitov A"
14368,9965_2,"Rataje n.Sáz.,hřbitov B"
14369,9966_1,"Soběšín,Otryby 1"
14370,9966_2,"Soběšín,Otryby 2"
14371,9967_1,"Staňkovice,Smilovice 1"
14372,9967_2,"Staňkovice,Smilovice 2"
14373,9968_1,Úžice 1
14374,9968_2,Úžice 2
14375,9969_1,"Úžice,Čekanov,rozc. 1"
14376,9969_2,"Úžice,Čekanov,rozc. 2"
14377,9970_1,"Úžice,Radvanice,Nechybská 1"
14378,9970_2,"Úžice,Radvanice,Nechybská 2"
14379,9971_1,"Úžice,Radvanice,rozc. 1"
14380,9971_2,"Úžice,Radvanice,rozc. 2"
14381,9972_1,"Uhlířské Janovice,Bláto 1"
14382,9972_2,"Uhlířské Janovice,Bláto 2"
14383,9973_1,Vavřinec 1
14384,9974_1,Skvrňov 1
14385,9974_2,Skvrňov 2
14386,9975_1,Církvice 1
14387,9975_2,Církvice 2
14388,9976_1,"Církvice,U Mlýna 1"
14389,9976_2,"Církvice,U Mlýna 2"
14390,9977_1,"Zásmuky,rozc.Buda 1"
14391,9977_2,"Zásmuky,rozc.Buda 2"
14392,9978_1,"Zásmuky,Nesměň 1"
14393,9978_2,"Zásmuky,Nesměň 2"
14394,9979_1,"Zásmuky,Ostrov 1"
14395,9979_2,"Zásmuky,Ostrov 2"
14396,9980_1,"Kbel,Kbílek 1"
14397,9980_2,"Kbel,Kbílek 2"
14398,9981_1,Kbel 1
14399,9982_1,"Kolín,Zibohlavy 1"
14400,9982_2,"Kolín,Zibohlavy 2"
14401,9983_1,"Kolín,nemocnice 1"
14402,9983_2,"Kolín,nemocnice 2"
14403,9984_1,"Ratboř,Těšínky 1"
14404,9984_2,"Ratboř,Těšínky 2"
14405,9985_1,"Ratboř,Sedlov 1"
14406,9985_2,"Ratboř,Sedlov 2"
14407,9986_1,Ratboř 1
14408,9986_2,Ratboř 2
14409,9987_1,Pašinka 1
14410,9987_2,Pašinka 2
14411,9988_1,"Nehvizdy,Mochovská 1"
14412,9988_2,"Nehvizdy,Mochovská 2"
14413,9989_1,"Zásmuky,Inseminační stanice 1"
14414,9989_2,"Zásmuky,Inseminační stanice 2"
14415,9990_1,"Zásmuky,5.května 1"
14416,9990_2,"Zásmuky,5.května 2"
14417,9991_1,"Zásmuky,Sobočice 1"
14418,9991_2,"Zásmuky,Sobočice 2"
14419,9992_1,"Bečváry,Horní Jelčany 1"
14420,9992_2,"Bečváry,Horní Jelčany 2"
14421,9995_1,"Bečváry,Hatě 1"
14422,9995_2,"Bečváry,Hatě 2"
14423,9996_1,"Drahobudice,Bílkov 1"
14424,9996_2,"Drahobudice,Bílkov 2"
14425,9997_1,"Bečváry,Červený Hrádek 1"
14426,9997_2,"Bečváry,Červený Hrádek 2"
14427,9998_1,"Bečváry,Poďousy 1"
14428,9998_2,"Bečváry,Poďousy 2"
14429,31000_1,"Sobotka,nám. A"
14430,31000_2,"Sobotka,nám. B"
14431,31001_1,"Sobotka,škola A"
14432,31001_2,"Sobotka,škola B"
14433,31002_1,"Sobotka,Staňkova Lhota A"
14434,31002_2,"Sobotka,Staňkova Lhota B"
14435,31003_1,"Sobotka,Lavice,Šalanda A"
14436,31003_2,"Sobotka,Lavice,Šalanda B"
14437,31004_1,"Samšina,odb. A"
14438,31004_2,"Samšina,odb. B"
14439,31005_1,"Samšina,Drštěkryje A"
14440,31005_2,"Samšina,Drštěkryje B"
14441,31006_1,Ohařice A
14442,31006_2,Ohařice B
14443,31007_1,"Dolní Lochov,hlavní silnice A"
14444,31007_2,"Dolní Lochov,hlavní silnice B"
14445,31008_1,"Holín,Horní Lochov A"
14446,31008_2,"Holín,Horní Lochov B"
14447,31009_1,"Holín,odb.Prachovské skály A"
14448,31009_2,"Holín,odb.Prachovské skály B"
14449,31010_1,Ohaveč A
14450,31010_2,Ohaveč B
14451,31011_1,"Jičín,Koněvova A"
14452,31011_2,"Jičín,Koněvova B"
14453,31012_1,"Jičín,Komenského nám. A"
14454,31012_2,"Jičín,Komenského nám. B"
14455,31013_7,"Jičín,aut.st. 7"
14456,31013_12,"Jičín,aut.st. 12"
14457,31019_5,"Jilemnice,aut.nádr. 5"
14458,31019_7,"Jilemnice,aut.nádr. 7"
14459,31020_1,"Jilemnice,Hrabačov,křiž. A"
14460,31038_1,"Blatce,Konrádov A"
14461,31038_2,"Blatce,Konrádov B"
14462,31039_1,"Blatce,Tubož A"
14463,31039_2,"Blatce,Tubož B"
14464,31040_1,"Blatce,Tubož,rybník A"
14465,31041_2,"Doksy,aut.st. B"
14466,31046_1,"Dubá,aut.nádr. 1"
14467,31046_3,"Dubá,aut.nádr. 3"
14468,31047_1,"Dubá,Deštná A"
14469,31047_2,"Dubá,Deštná B"
14470,31048_1,"Dubá,Zakšín A"
14471,31048_2,"Dubá,Zakšín B"
14472,31050_3,"Mimoň,aut.st. 3"
14473,31050_5,"Mimoň,aut.st. 5"
14474,31050_6,"Mimoň,aut.st. 6"
14475,31051_1,Těně A
14476,31051_2,Těně B
14477,31052_1,"Těně,Smolárna A"
14478,31052_2,"Těně,Smolárna B"
14479,31053_1,"Vavřinec,Žíšov A"
14480,31056_1,"Dubá,Bukovec A"
14481,31056_2,"Dubá,Bukovec B"
14482,31057_1,"Svijany,na nájezdu A"
14483,31057_2,"Svijany,na nájezdu B"
14484,31058_1,Paceřice A
14485,31058_2,Paceřice B
14486,31059_1,"Žďárek,Hvězda A"
14487,31060_1,"Paceřice,Rohanka A"
14488,31061_2,"Paceřice,Husa,hl.sil. B"
14489,31062_1,"Hodkovice n.Mohelkou,aut.nádr. A"
14490,31063_1,"Liberec,Doubí,pošta A"
14491,31063_2,"Liberec,Doubí,pošta B"
14492,31064_1,"Liberec,Kamenická A"
14493,31064_2,"Liberec,Kamenická B"
14494,31065_1,"Liberec,Rochlice A"
14495,31065_2,"Liberec,Rochlice B"
14496,31066_1,"Liberec,Dobiášova A"
14497,31066_2,"Liberec,Dobiášova B"
14498,31067_1,"Liberec,Čechova A"
14499,31067_2,"Liberec,Čechova B"
14500,31068_1,"Liberec,Košická A"
14501,31068_2,"Liberec,Košická B"
14502,31069_12,"Liberec,Fügnerova B"
14503,31069_14,"Liberec,Fügnerova M"
14504,31070_20,"Liberec,aut.nádr. 20"
14505,31071_1,"Borotín,Libenice,rozc.0.8 A"
14506,31071_2,"Borotín,Libenice,rozc.0.8 B"
14507,31072_2,"Liberec,Šaldovo nám. B"
14508,31073_2,"Liberec,Tržní nám. B"
14509,31074_2,"Liberec,U Jelena B"
14510,31075_2,"Liberec,Ruprechtice,Hlávkova B"
14511,31076_2,"Liberec,Jiráskova B"
14512,31077_2,"Liberec,Pavlovice,stadion B"
14513,31078_2,"Liberec,Růžodol I B"
14514,31079_1,"Jeřmanice,hl.sil. A"
14515,31080_1,"Turnov,aut.nádr. 1"
14516,31080_4,"Turnov,aut.nádr. 4"
14517,31081_1,"Turnov,Dolánky,Bukovina rozc. A"
14518,31081_2,"Turnov,Dolánky,Bukovina rozc. B"
14519,31082_1,"Turnov,Dolánky,Vápeník A"
14520,31082_2,"Turnov,Dolánky,Vápeník B"
14521,31084_1,"Turnov,Hrubý Rohozec A"
14522,31084_2,"Turnov,Hrubý Rohozec B"
14523,31085_1,"Turnov,Šroubárny A"
14524,31085_2,"Turnov,Šroubárny B"
14525,31088_1,"Turnov,5.května A"
14526,31091_1,"Turnov,u masny A"
14527,31091_2,"Turnov,u masny B"
14528,31093_1,"Turnov,chemička A"
14529,31093_2,"Turnov,chemička B"
14530,31094_1,"Příšovice,Na Hořensku A"
14531,31094_2,"Příšovice,Na Hořensku B"
14532,31095_1,"Příšovice,kovárna A"
14533,31095_2,"Příšovice,kovárna B"
14534,31096_2,"Příšovice,hl.sil. B"
14535,31098_1,"Příšovice,SDZ A"
14536,31098_2,"Příšovice,SDZ B"
14537,31099_1,"Svijany,obec A"
14538,31099_2,"Svijany,obec B"
14539,31100_1,"Všelibice,host. A"
14540,31100_2,"Všelibice,host. B"
14541,31101_1,"Všelibice,rozc.0.9 A"
14542,31101_2,"Všelibice,rozc.0.9 B"
14543,31101_3,"Všelibice,rozc.0.9 C"
14544,31102_1,"Všelibice,Roveň A"
14545,31102_2,"Všelibice,Roveň B"
14546,31103_1,"Všelibice,Březová A"
14547,31103_2,"Všelibice,Březová B"
14548,31104_1,"Všelibice,Borek,křiž. A"
14549,31104_2,"Všelibice,Borek,křiž. B"
14550,31105_1,"Všelibice,Borek A"
14551,31105_2,"Všelibice,Borek B"
14552,31106_1,"Všelibice,Malčice A"
14553,31106_2,"Všelibice,Malčice B"
14554,31107_1,"Všelibice,Vrtky A"
14555,31107_2,"Všelibice,Vrtky B"
14556,31108_1,"Všelibice,Přibyslavice A"
14557,31108_2,"Všelibice,Přibyslavice B"
14558,31110_1,"Ralsko,Kuřívody 1"
14559,31112_1,"Ralsko,Skelná Huť 1"
14560,31112_2,"Ralsko,Skelná Huť 2"
14561,31114_1,"Nový Bydžov,Skochovice,hřiště 1"
14562,31114_2,"Nový Bydžov,Skochovice,hřiště 2"
14563,31115_1,"Lužec n.Cidl.,Skochovická 1"
14564,31115_2,"Lužec n.Cidl.,Skochovická 2"
14565,31116_1,"Lužec n.Cidl.,kaple 1"
14566,31116_2,"Lužec n.Cidl.,kaple 2"
14567,31117_1,"Nový Bydžov,Nová Skřeněř 1"
14568,31117_2,"Nový Bydžov,Nová Skřeněř 2"
14569,31118_1,"Nový Bydžov,Stará Skřeněř,hřiště 1"
14570,31118_2,"Nový Bydžov,Stará Skřeněř,hřiště 2"
14571,31119_1,"Starý Bydžov,ObÚ 1"
14572,31119_2,"Starý Bydžov,ObÚ 2"
14573,31120_1,"Starý Bydžov,ZD 1"
14574,31120_2,"Starý Bydžov,ZD 2"
14575,31121_1,"Nový Bydžov,nemocnice 1"
14576,31121_2,"Nový Bydžov,nemocnice 2"
14577,31122_2,"Nový Bydžov,Terminál HD 2"
14578,31123_1,Labské Chrčice 1
14579,31124_1,"Olešnice,Levín 1"
14580,31124_2,"Olešnice,Levín 2"
14581,31125_1,"Olešnice,náves 1"
14582,31125_2,"Olešnice,náves 2"
14583,31126_1,"Olešnice,ObÚ 1"
14584,31126_2,"Olešnice,ObÚ 2"
14585,31127_1,"Chlumec n.Cidl.,nemocnice 1"
14586,31127_2,"Chlumec n.Cidl.,nemocnice 2"
14587,31128_1,"Chlumec n.Cidl.,stará brána 1"
14588,31128_2,"Chlumec n.Cidl.,stará brána 2"
14589,31129_1,"Chlumec n.Cidl.,sokolovna 1"
14590,31129_2,"Chlumec n.Cidl.,sokolovna 2"
14591,31131_1,"Dětenice,náves 1"
14592,31131_2,"Dětenice,náves 2"
14593,31131_3,"Dětenice,odb.Brodek 3"
14594,31131_5,"Dětenice,sokolovna 5"
14595,31131_6,"Dětenice,sokolovna 6"
14596,31132_1,"Dětenice,Osenice 1"
14597,31132_2,"Dětenice,Osenice 2"
14598,31134_1,"Rokytňany,Dolní Rokytňany 1"
14599,31134_2,"Rokytňany,Dolní Rokytňany 2"
14600,31135_1,"Rokytňany,Horní Rokytňany 1"
14601,31135_2,"Rokytňany,Horní Rokytňany 2"
14602,31136_1,"Libáň,Kozodírky 1"
14603,31136_2,"Libáň,Kozodírky 2"
14604,31137_1,"Libáň,aut.st. 1"
14605,31139_1,"Bačalky,Lično 1"
14606,31139_2,"Bačalky,Lično 2"
14607,31140_1,"Bačalky,střed 1"
14608,31140_2,"Bačalky,střed 2"
14609,31141_1,"Bačalky,horní 1"
14610,31141_2,"Bačalky,horní 2"
14611,31142_1,"Zelenecká Lhota,odb.Záhuby 1"
14612,31142_2,"Zelenecká Lhota,odb.Záhuby 2"
14613,31143_1,"Zelenecká Lhota,rozc. 1"
14614,31143_2,"Zelenecká Lhota,rozc. 2"
14615,31144_1,"Sobotka,Lavice,škola 1"
14616,31144_2,"Sobotka,Lavice,škola 2"
14617,31145_1,"Sobotka,Lavice,odb. 1"
14618,31145_2,"Sobotka,Lavice,odb. 2"
14619,31146_1,"Sobotka,Zajakury,odb. 1"
14620,31146_2,"Sobotka,Zajakury,odb. 2"
14621,31147_1,"Markvartice,Rakov,Čakan 1"
14622,31147_2,"Markvartice,Rakov,Čakan 2"
14623,31148_1,"Markvartice,Příchvoj,kaple 1"
14624,31148_2,"Markvartice,Příchvoj,kaple 2"
14625,31149_1,"Markvartice,Rakov 1"
14626,31149_2,"Markvartice,Rakov 2"
14627,31150_1,"Markvartice,pošta 1"
14628,31150_2,"Markvartice,pošta 2"
14629,31151_1,"Markvartice,Mrkvojedy 1"
14630,31151_2,"Markvartice,Mrkvojedy 2"
14631,31152_1,"Markvartice,Skuřina 1"
14632,31152_2,"Markvartice,Skuřina 2"
14633,31154_1,"Libošovice,Podkost,hrad Kost 1"
14634,31155_1,"Libošovice,Vesec u Sobotky 1"
14635,31155_2,"Libošovice,Vesec u Sobotky 2"
14636,31156_1,"Libošovice,Vesec u Sobotky,rozc. 1"
14637,31156_2,"Libošovice,Vesec u Sobotky,rozc. 2"
14638,31156_3,"Libošovice,Vesec u Sobotky,rozc. 3"
14639,31156_4,"Libošovice,Vesec u Sobotky,rozc. 4"
14640,31157_1,"Libošovice,Nepřívěc 1"
14641,31157_2,"Libošovice,Nepřívěc 2"
14642,31158_1,"Libošovice,náves 1"
14643,31158_2,"Libošovice,náves 2"
14644,31159_1,"Libošovice,Rytířova Lhota 1"
14645,31159_2,"Libošovice,Rytířova Lhota 2"
14646,31160_1,"Libošovice,Dobšice 1"
14647,31160_2,"Libošovice,Dobšice 2"
14648,31161_1,"Kopidlno,nám. 1"
14649,31161_2,"Kopidlno,nám. 2"
14650,31162_1,"Kopidlno,Ledkov 1"
14651,31162_2,"Kopidlno,Ledkov 2"
14652,31163_1,"Libáň,Psinice,transformátor 1"
14653,31163_2,"Libáň,Psinice,transformátor 2"
14654,31164_1,"Libáň,Psinice,kostel 1"
14655,31164_2,"Libáň,Psinice,kostel 2"
14656,31166_1,"Hlavice,Vápno 1"
14657,31166_2,"Hlavice,Vápno 2"
14658,31167_1,"Hlavice,Vápno,Na Písku 1"
14659,31168_1,"Hlavice,křiž. 1"
14660,31168_2,"Hlavice,křiž. 2"
14661,31169_1,"Hlavice,odb.Končiny 1"
14662,31169_2,"Hlavice,odb.Končiny 2"
14663,31170_1,"Cetenov,Vystrkov 1"
14664,31170_2,"Cetenov,Vystrkov 2"
14665,31171_1,"Cetenov,Hrubý Lesnov 1"
14666,31171_2,"Cetenov,Hrubý Lesnov 2"
14667,31172_1,"Hlavice,Lesnovek 1"
14668,31172_2,"Hlavice,Lesnovek 2"
14669,31173_1,"Český Dub,Kněžičky,rozc.0.5 1"
14670,31173_2,"Český Dub,Kněžičky,rozc.0.5 2"
14671,31174_1,"Český Dub,host. 1"
14672,31174_2,"Český Dub,host. 2"
14673,31175_1,"Český Dub,nám. 1"
14674,31178_1,Přepeře 1
14675,31178_2,Přepeře 2
14676,31179_1,"Přepeře,Sklostroj 1"
14677,31179_2,"Přepeře,Sklostroj 2"
14678,31180_1,"Malá Skála,Záborčí,rozc. 1"
14679,31180_2,"Malá Skála,Záborčí,rozc. 2"
14680,31181_1,"Malá Skála,Vranové,u mlýna 1"
14681,31181_2,"Malá Skála,Vranové,u mlýna 2"
14682,31182_2,"Malá Skála,Křížky 2"
14683,31183_1,"Malá Skála,na Labi 1"
14684,31183_2,"Malá Skála,na Labi 2"
14685,31184_1,Líšný 1
14686,31184_2,Líšný 2
14687,31185_1,"Železný Brod,Splzov,host. 1"
14688,31185_2,"Železný Brod,Splzov,host. 2"
14689,31186_1,"Železný Brod,sokolovna 1"
14690,31186_2,"Železný Brod,sokolovna 2"
14691,31186_3,"Železný Brod,sokolovna 3"
14692,31187_1,"Železný Brod,Terminál u žel.st. 1"
14693,31187_2,"Železný Brod,Terminál u žel.st. 2"
14694,31188_1,"Železný Brod,Pelechov 1"
14695,31188_2,"Železný Brod,Pelechov 2"
14696,31189_1,"Záhoří,Proseč 1"
14697,31189_2,"Záhoří,Proseč 2"
14698,31190_2,"Semily,aut.nádr. 2"
14699,31190_5,"Semily,aut.nádr. 5"
14700,31191_1,"Semily,Riegrovo nám. 1"
14701,31191_2,"Semily,Riegrovo nám. 2"
14702,31192_1,"Semily,Cimbál 1"
14703,31192_2,"Semily,Cimbál 2"
14704,31193_1,"Semily,Nouzov,odb. 1"
14705,31193_2,"Semily,Nouzov,odb. 2"
14706,31194_1,Příkrý 1
14707,31194_2,Příkrý 2
14708,31195_1,"Příkrý,Škodějov,Špekulace 1"
14709,31195_2,"Příkrý,Škodějov,Špekulace 2"
