,stop_name,platform_code,asw_node_id,asw_stop_id,asw_ids
8220,"Benešov,Jana Nohy",B,4521,2,4521_2
8221,"Benešov,Benea",A,4522,1,4522_1
8222,"Benešov,Benea",B,4522,2,4522_2
8223,"Bystřice,Jírovice",A,4523,1,4523_1
8224,"Bystřice,Jírovice",B,4523,2,4523_2
8225,"Bystřice,Jírovice,Kukačka",A,4524,1,4524_1
8226,"Bystřice,Jírovice,Kukačka",B,4524,2,4524_2
8227,"Bystřice,rozc.Líšno",A,4525,1,4525_1
8228,"Bystřice,rozc.Líšno",B,4525,2,4525_2
8229,"Bystřice,Tvoršovice,Rozc.I",A,4526,1,4526_1
8230,"Bystřice,Tvoršovice,Rozc.I",B,4526,2,4526_2
8231,Tisem,A,4527,1,4527_1
8232,Tisem,B,4527,2,4527_2
8233,"Neveklov,Doloplazy,Rozc.",A,4528,1,4528_1
8234,"Neveklov,Doloplazy,Rozc.",B,4528,2,4528_2
8235,"Maršovice,Zaječí,Rozc.",A,4530,1,4530_1
8236,"Maršovice,Zaječí,Rozc.",B,4530,2,4530_2
8237,"Neveklov,Spolí",A,4531,1,4531_1
8238,"Neveklov,Spolí",B,4531,2,4531_2
8239,"Neveklov,Zádolí,Rozc.",A,4532,1,4532_1
8240,"Neveklov,Zádolí,Rozc.",B,4532,2,4532_2
8241,"Křečovice,Vlkonice",A,4533,1,4533_1
8242,"Křečovice,Vlkonice",B,4533,2,4533_2
8243,"Křečovice,Rozc.Košťálka",A,4534,1,4534_1
8244,"Křečovice,Rozc.Košťálka",B,4534,2,4534_2
8245,"Křečovice,Dráha",A,4535,1,4535_1
8246,"Křečovice,Dráha",B,4535,2,4535_2
8247,Křečovice,A,4536,1,4536_1
8248,Křečovice,B,4536,2,4536_2
8249,"Křečovice,Krchleby",A,4537,1,4537_1
8250,"Křečovice,Krchleby",B,4537,2,4537_2
8251,"Křečovice,Nahoruby,Rozc.",A,4538,1,4538_1
8252,"Křečovice,Nahoruby,Rozc.",B,4538,2,4538_2
8253,"Křečovice,Nahoruby,Rozc.",C,4538,3,4538_3
8254,"Křečovice,Nahoruby,Rozc.",D,4538,4,4538_4
8255,"Křečovice,Nahoruby",A,4539,1,4539_1
8256,"Křečovice,Nahoruby",B,4539,2,4539_2
8257,"Křečovice,Nahoruby,Mlačina",A,4540,1,4540_1
8258,"Křečovice,Nahoruby,Mlačina",B,4540,2,4540_2
8259,"Křečovice,Nová Živohošť",A,4541,1,4541_1
8260,"Křečovice,Nová Živohošť",B,4541,2,4541_2
8261,"Křečovice,Lhotka,U Švarců",A,4542,1,4542_1
8262,"Křečovice,Lhotka,U Švarců",B,4542,2,4542_2
8263,"Neveklov,Zavadilka",A,4543,1,4543_1
8264,"Neveklov,Zavadilka",B,4543,2,4543_2
8265,"Maršovice,Záhoří",A,4544,1,4544_1
8266,"Maršovice,Záhoří",B,4544,2,4544_2
8267,"Maršovice,Mstětice",A,4545,1,4545_1
8268,"Maršovice,Mstětice",B,4545,2,4545_2
8269,"Maršovice,Zderadice,Rozc.",A,4546,1,4546_1
8270,"Maršovice,Zderadice,Rozc.",B,4546,2,4546_2
8271,Maršovice,A,4547,1,4547_1
8272,Maršovice,B,4547,2,4547_2
8273,"Maršovice,Strnadice",A,4548,1,4548_1
8274,"Maršovice,Strnadice",B,4548,2,4548_2
8275,"Vrchotovy Janovice,Šebáňovice,Rozc.",A,4549,1,4549_1
8276,"Vrchotovy Janovice,Šebáňovice,Rozc.",B,4549,2,4549_2
8277,"Vrchotovy Janovice,Sedlečko,Rozc.",A,4550,1,4550_1
8278,"Vrchotovy Janovice,Sedlečko,Rozc.",B,4550,2,4550_2
8279,"Křečovice,Hodětice",A,4551,1,4551_1
8280,"Křečovice,Hodětice",B,4551,2,4551_2
8281,"Křečovice,Hořetice",A,4552,1,4552_1
8282,"Křečovice,Hořetice",B,4552,2,4552_2
8283,"Křečovice,Strážovice",A,4553,1,4553_1
8284,"Křečovice,Strážovice",B,4553,2,4553_2
8285,"Bystřice,Jírovice,rozc.",A,4554,1,4554_1
8286,"Bystřice,Jírovice,rozc.",B,4554,2,4554_2
8287,"Bystřice,žel.st.",A,4555,1,4555_1
8288,"Bystřice,žel.st.",B,4555,2,4555_2
8289,"Bystřice,škola",A,4556,1,4556_1
8290,"Bystřice,škola",B,4556,2,4556_2
8291,"Bystřice,nám.",A,4557,1,4557_1
8292,"Bystřice,nám.",B,4557,2,4557_2
8293,"Bystřice,Nesvačily,Nad Rybníkem",A,4558,1,4558_1
8294,"Bystřice,Nesvačily,Nad Rybníkem",B,4558,2,4558_2
8295,"Bystřice,Nesvačily,Rest.",A,4559,1,4559_1
8296,"Bystřice,Nesvačily,Rest.",B,4559,2,4559_2
8297,"Bystřice,Tvoršovice",A,4560,1,4560_1
8298,"Bystřice,Tvoršovice",B,4560,2,4560_2
8299,"Bystřice,Tvoršovice,Rozc.II",A,4561,1,4561_1
8300,"Bystřice,Tvoršovice,Rozc.II",B,4561,2,4561_2
8301,"Bystřice,Mlýny,Rozc.",A,4562,1,4562_1
8302,"Bystřice,Mlýny,Rozc.",B,4562,2,4562_2
8303,"Maršovice,Dlouhá Lhota",A,4563,1,4563_1
8304,"Maršovice,Dlouhá Lhota",B,4563,2,4563_2
8305,"Maršovice,Zahrádka",A,4564,1,4564_1
8306,"Maršovice,Zahrádka",B,4564,2,4564_2
8307,"Maršovice,Libeč",A,4565,1,4565_1
8308,"Maršovice,Libeč",B,4565,2,4565_2
8309,"Neveklov,Zádolí",B,4566,2,4566_2
8310,"Maršovice,Vráce",A,4567,1,4567_1
8311,"Maršovice,Vráce",B,4567,2,4567_2
8312,"Maršovice,Řehovice,Rozc.",A,4568,1,4568_1
8313,"Maršovice,Řehovice,Rozc.",B,4568,2,4568_2
8314,"Doubravčice,Rozc.Vrátkov",A,4570,1,4570_1
8315,"Neveklov,Borovka,Rozc.",A,4571,1,4571_1
8316,"Neveklov,Borovka,Rozc.",B,4571,2,4571_2
8317,Malešický park,A,4572,1,4572_1
8318,Malešický park,B,4572,2,4572_2
8319,"Kostomlátky,U Kapličky",A,4573,1,4573_1
8320,"Kostomlátky,U Kapličky",B,4573,2,4573_2
8321,"Neveklov,Ouštice",A,4574,1,4574_1
8322,"Neveklov,Ouštice",B,4574,2,4574_2
8323,"Dobrovice,žel.st.",A,4575,1,4575_1
8324,"Dobrovice,žel.st.",B,4575,2,4575_2
8325,"Nepřevázka,křižovatka",A,4576,1,4576_1
8326,"Nepřevázka,křižovatka",B,4576,2,4576_2
8327,"Kladno,OAZA",A,4582,1,4582_1
8328,"Kladno,OAZA",B,4582,2,4582_2
8329,"Kladno,Dělnická",A,4583,1,4583_1
8330,"Kladno,Dělnická",B,4583,2,4583_2
8331,"Kladno,Kročehlavská",A,4584,1,4584_1
8332,"Kladno,Kročehlavská",B,4584,2,4584_2
8333,"Kladno,Kovošrot",A,4587,1,4587_1
8334,"Kladno,Kovošrot",B,4587,2,4587_2
8335,"Kladno,Ininova",A,4588,1,4588_1
8336,"Kladno,Ininova",B,4588,2,4588_2
8337,"Kladno,Na Šestém",A,4590,1,4590_1
8338,"Kladno,Na Šestém",B,4590,2,4590_2
8339,"Kladno,pod mostem",A,4591,1,4591_1
8340,"Kladno,sokolovna",A,4592,1,4592_1
8341,"Kladno,sokolovna",B,4592,2,4592_2
8342,"Kladno,VHS",A,4593,1,4593_1
8343,"Kladno,VHS",B,4593,2,4593_2
8344,"Kladno,celnice",A,4594,1,4594_1
8345,"Kladno,celnice",A,4594,2,4594_2
8346,"Kladno,celnice",C,4594,3,4594_3
8347,"Kladno,Billundská",A,4595,1,4595_1
8348,"Kladno,Billundská",B,4595,2,4595_2
8349,"Kladno,Kožovská",A,4596,1,4596_1
8350,"Kladno,Kožovská",B,4596,2,4596_2
8351,"Kladno,pekárna",A,4597,1,4597_1
8352,"Kladno,pekárna",B,4597,2,4597_2
8353,"Kladno,Ronovka",A,4601,1,4601_1
8354,"Kladno,Ronovka",B,4601,2,4601_2
8355,"Kladno,U Knotků",A,4602,1,4602_1
8356,"Kladno,U Knotků",B,4602,2,4602_2
8357,"Kladno,Husova",A,4603,1,4603_1
8358,"Kladno,Husova",B,4603,2,4603_2
8359,"Vinařice,Tuháň",A,4604,1,4604_1
8360,"Vinařice,Tuháň",B,4604,2,4604_2
8361,"Studeněves,Krkavčí mlýn",A,4605,1,4605_1
8362,"Studeněves,Krkavčí mlýn",B,4605,2,4605_2
8363,Studeněves,A,4606,1,4606_1
8364,Studeněves,B,4606,2,4606_2
8365,"Studeněves,vodárna",A,4607,1,4607_1
8366,"Studeněves,vodárna",B,4607,2,4607_2
8367,"Roudnice n.L.,žel.st.",A,4608,1,4608_1
8368,"Cerhovice,žel.zast.",1,4616,1,4616_1
8369,"Cerhovice,žel.zast.",2,4616,2,4616_2
8370,"Rožďalovice,Viničná Lhota",A,4619,1,4619_1
8371,"Rožďalovice,Viničná Lhota",B,4619,2,4619_2
8372,"Kopidlno,žel.st.",A,4621,1,4621_1
8373,"Dymokury,žel.zast.",1,4623,1,4623_1
8374,"Dymokury,žel.zast.",2,4623,2,4623_2
8375,"Řitka,U Rybníka",A,4626,1,4626_1
8376,"Řitka,U Rybníka",B,4626,2,4626_2
8377,"Hořín,Brozánky,Staré Brozánky",A,4700,1,4700_1
8378,"Hořín,Brozánky,Staré Brozánky",B,4700,2,4700_2
8379,"Dolní Beřkovice,Posadovice",A,4701,1,4701_1
8380,"Dolní Beřkovice,Posadovice",B,4701,2,4701_2
8381,"Dolní Beřkovice,Vliněves",A,4702,1,4702_1
8382,"Dolní Beřkovice,Vliněves",B,4702,2,4702_2
8383,"Dolní Beřkovice,Cukrovar",A,4703,1,4703_1
8384,"Dolní Beřkovice,Cukrovar",B,4703,2,4703_2
8385,Dolní Beřkovice,A,4704,1,4704_1
8386,Dolní Beřkovice,B,4704,2,4704_2
8387,"Horní Počaply,Křivenice",A,4705,1,4705_1
8388,"Horní Počaply,Křivenice",B,4705,2,4705_2
8389,"Horní Počaply,Porobeton",A,4706,1,4706_1
8390,"Horní Počaply,Porobeton",B,4706,2,4706_2
8391,"Horní Počaply,Elektrárna II",A,4707,1,4707_1
8392,"Horní Počaply,Elektrárna II",B,4707,2,4707_2
8393,"Horní Počaply,Elektrárna I",A,4708,1,4708_1
8394,Horní Počaply,A,4709,1,4709_1
8395,Horní Počaply,B,4709,2,4709_2
8396,"Bechlín,ObÚ",A,4711,1,4711_1
8397,"Bechlín,ObÚ",B,4711,2,4711_2
8398,"Kostomlaty p.Řípem,rozc.",A,4712,1,4712_1
8399,"Kostomlaty p.Řípem,rozc.",B,4712,2,4712_2
8400,Krabčice,A,4713,1,4713_1
8401,Krabčice,B,4713,2,4713_2
8402,"Krabčice,Vesce,rozc.1.0",A,4714,1,4714_1
8403,"Krabčice,Vesce,rozc.1.0",B,4714,2,4714_2
8404,"Roudnice n.L.,Čihadla",A,4715,1,4715_1
8405,"Roudnice n.L.,Čihadla",B,4715,2,4715_2
8406,"Roudnice n.L.,Purkyňovo nám.",A,4716,1,4716_1
8407,"Roudnice n.L.,Purkyňovo nám.",B,4716,2,4716_2
8408,"Roudnice n.L.,aut.nádr.",V,4717,1,4717_1
8409,"Roudnice n.L.,aut.nádr.",5,4717,2,4717_2
8410,"Stará Huť,Knínská",A,4718,1,4718_1
8411,"Stará Huť,Knínská",B,4718,2,4718_2
8412,"Stará Huť,Karla Čapka",A,4719,1,4719_1
8413,"Mokrovraty,Pouště,Rozc.",A,4720,1,4720_1
8414,"Mokrovraty,Pouště,Rozc.",B,4720,2,4720_2
8415,"Mokrovraty,Pouště",A,4721,1,4721_1
8416,"Mokrovraty,U Statku",A,4722,1,4722_1
8417,"Mokrovraty,U Statku",B,4722,2,4722_2
8418,"Nový Knín,Starý Knín",A,4723,1,4723_1
8419,"Nový Knín,Starý Knín",B,4723,2,4723_2
8420,"Dolní Beřkovice,Komenského",A,4724,1,4724_1
8421,"Dolní Beřkovice,Komenského",B,4724,2,4724_2
8422,"Dolní Beřkovice,Josefka",A,4725,1,4725_1
8423,"Dolní Beřkovice,Josefka",B,4725,2,4725_2
8424,"Cítov,Beřkovická",A,4726,1,4726_1
8425,"Cítov,Beřkovická",B,4726,2,4726_2
8426,"Nalžovice,Nová Ves",A,4727,1,4727_1
8427,"Nalžovice,Nová Ves",B,4727,2,4727_2
8428,"Cítov,Roudnická",A,4728,1,4728_1
8429,"Cítov,Roudnická",B,4728,2,4728_2
8430,"Radíč,Rozc.Žďár",A,4729,1,4729_1
8431,"Radíč,Rozc.Žďár",B,4729,2,4729_2
8432,"Nový Knín,Starý Knín Na Vyšehradě",A,4730,1,4730_1
8433,"Nový Knín,Mlýn",A,4731,1,4731_1
8434,"Nový Knín,Kozí Hory",A,4732,1,4732_1
8435,"Nový Knín,Kozí Hory,Besídka",A,4733,1,4733_1
8436,"Nový Knín,Chramiště",A,4734,1,4734_1
8437,"Borotice,Dražetice",A,4735,1,4735_1
8438,"Chotilsko,Záborná Lhota",A,4736,1,4736_1
8439,"Chotilsko,Záborná Lhota",B,4736,2,4736_2
8440,"Chotilsko,Prostřední Lhota,U Hřiště",A,4737,1,4737_1
8441,"Chotilsko,Prostřední Lhota,U Hřiště",B,4737,2,4737_2
8442,"Buštěhrad,U Kapličky",1,4738,1,4738_1
8443,"Buštěhrad,U Kapličky",2,4738,2,4738_2
8444,"Chotilsko,Sejcká Lhota",A,4739,1,4739_1
8445,"Chotilsko,Lipí",A,4740,1,4740_1
8446,"Chotilsko,Lipí",B,4740,2,4740_2
8447,"Chotilsko,Lipí,Besedná",A,4741,1,4741_1
8448,"Chotilsko,Lipí,Besedná",B,4741,2,4741_2
8449,"Chotilsko,Křeničná",A,4742,1,4742_1
8450,"Bystřice,Jarkovice",A,4743,1,4743_1
8451,"Chotilsko,Křeničná,Záhoří",A,4744,1,4744_1
8452,"Chotilsko,Křeničná,Záhoří",B,4744,2,4744_2
8453,"Chotilsko,Živohošť",A,4745,1,4745_1
8454,"Borotice,Čelina",A,4746,1,4746_1
8455,"Borotice,Čelina",B,4746,2,4746_2
8456,"Borotice,Rozc.Smilovice",A,4747,1,4747_1
8457,"Borotice,Rozc.Smilovice",B,4747,2,4747_2
8458,"Borotice,Cholín",A,4748,1,4748_1
8459,"Borotice,Cholín",B,4748,2,4748_2
8460,"Křepenice,V Pekle",A,4749,1,4749_1
8461,"Křepenice,V Pekle",B,4749,2,4749_2
8462,"Křepenice,Rozc.",A,4750,1,4750_1
8463,"Křepenice,Rozc.",B,4750,2,4750_2
8464,Křepenice,A,4751,1,4751_1
8465,Nalžovice,A,4752,1,4752_1
8466,Nalžovice,B,4752,2,4752_2
8467,"Nalžovice,Chlum",A,4753,1,4753_1
8468,"Nalžovice,Chlum",B,4753,2,4753_2
8469,"Nalžovice,Chlum,Škola",A,4754,1,4754_1
8470,"Nalžovice,Chlum,Škola",B,4754,2,4754_2
8471,"Nalžovice,Chlum,Lihovar",A,4755,1,4755_1
8472,"Nalžovice,Chlum,Lihovar",B,4755,2,4755_2
8473,"Nalžovice,Nalžovické Podhájí",A,4756,1,4756_1
8474,"Radíč,Vestec",A,4757,1,4757_1
8475,"Radíč,Vestec",B,4757,2,4757_2
8476,Radíč,A,4758,1,4758_1
8477,Radíč,B,4758,2,4758_2
8478,"Radíč,Dubliny",A,4759,1,4759_1
8479,"Radíč,Dubliny",B,4759,2,4759_2
8480,Osečany,A,4760,1,4760_1
8481,Kňovice,A,4761,1,4761_1
8482,Kňovice,B,4761,2,4761_2
8483,"Kňovice,Kňovičky",A,4762,1,4762_1
8484,"Kňovice,Kňovičky",B,4762,2,4762_2
8485,"Sedlčany,Novoměstská",A,4763,1,4763_1
8486,"Sedlčany,Novoměstská",B,4763,2,4763_2
8487,"Sedlčany,aut.st.",1,4764,1,4764_1
8488,"Sedlčany,aut.st.",2,4764,2,4764_2
8489,"Sedlčany,aut.st.",3,4764,3,4764_3
8490,"Sedlčany,aut.st.",4,4764,4,4764_4
8491,"Sedlčany,aut.st.",5,4764,5,4764_5
8492,"Sedlčany,aut.st.",6,4764,6,4764_6
8493,"Sedlčany,aut.st.",V,4764,8,4764_8
8494,"Rakovník,žel.zast.západ",A,4765,1,4765_1
8495,"Beroun,třída Míru",A,4766,1,4766_1
8496,"Beroun,třída Míru",B,4766,2,4766_2
8497,"Beroun,Karla Čapka",3,4766,3,4766_3
8498,"Beroun,Karla Čapka",4,4766,4,4766_4
8499,"Brandýsek,škola",A,4767,1,4767_1
8500,"Brandýsek,škola",B,4767,2,4767_2
8501,"Pchery,Theodor",A,4768,1,4768_1
8502,"Pchery,Theodor",B,4768,2,4768_2
8503,"Pchery,ObÚ",A,4769,1,4769_1
8504,"Pchery,ObÚ",A,4769,2,4769_2
8505,Pchery,A,4770,1,4770_1
8506,Pchery,B,4770,2,4770_2
8507,"Pchery,rozc.Jemníky",A,4771,1,4771_1
8508,"Pchery,rozc.Jemníky",B,4771,2,4771_2
8509,Jemníky,A,4772,1,4772_1
8510,Jemníky,B,4772,2,4772_2
8511,Knovíz,A,4773,1,4773_1
8512,Knovíz,B,4773,2,4773_2
8513,Knovíz,C,4773,3,4773_3
8514,"Jemníky,křiž.Knovíz",A,4774,1,4774_1
8515,"Jemníky,křiž.Knovíz",B,4774,2,4774_2
8516,"Slaný,odb.Drnov",A,4775,1,4775_1
8517,"Slaný,odb.Drnov",B,4775,2,4775_2
8518,"Slaný,Pražská",A,4776,1,4776_1
8519,"Slaný,Pražská",B,4776,2,4776_2
8520,"Slaný,aut.nádr.",1,4777,1,4777_1
8521,"Slaný,aut.nádr.",2,4777,2,4777_2
8522,"Slaný,aut.nádr.",3,4777,3,4777_3
8523,"Slaný,aut.nádr.",4,4777,4,4777_4
8524,"Slaný,aut.nádr.",5,4777,5,4777_5
8525,"Slaný,aut.nádr.",6,4777,6,4777_6
8526,"Slaný,aut.nádr.",7,4777,7,4777_7
8527,"Slaný,aut.nádr.",8,4777,8,4777_8
8528,"Slaný,aut.nádr.",9,4777,9,4777_9
8529,"Slaný,aut.nádr.",10,4777,10,4777_10
8530,"Slaný,aut.nádr.",15,4777,15,4777_15
8531,"Slaný,aut.nádr.",16,4777,16,4777_16
8532,"Slaný,aut.nádr.",17,4777,17,4777_17
8533,"Slaný,Žižkova",A,4778,1,4778_1
8534,"Slaný,Žižkova",B,4778,2,4778_2
8535,"Slaný,ČSAD",A,4779,1,4779_1
8536,"Slaný,ČSAD",B,4779,2,4779_2
8537,"Slaný,u stadionu",A,4780,1,4780_1
8538,"Slaný,Mírová",A,4781,1,4781_1
8539,"Slaný,Mírová",B,4781,2,4781_2
8540,"Slaný,Rabasova",A,4782,1,4782_1
8541,"Slaný,Rabasova",B,4782,2,4782_2
8542,"Slaný,Smetáčkova",A,4783,1,4783_1
8543,"Slaný,Smetáčkova",B,4783,2,4783_2
8544,"Slaný,P.Hrubého",A,4784,1,4784_1
8545,"Slaný,P.Hrubého",B,4784,2,4784_2
8546,"Slaný,Arbesova",A,4785,1,4785_1
8547,"Slaný,Arbesova",A,4785,2,4785_2
8548,"Slaný,Šultysova",A,4786,1,4786_1
8549,"Slaný,Šultysova",B,4786,2,4786_2
8550,"Slaný,sokolovna",A,4787,1,4787_1
8551,"Slaný,sokolovna",B,4787,2,4787_2
8552,"Slaný,Dražkovická",A,4788,1,4788_1
8553,"Slaný,Dražkovická",B,4788,2,4788_2
8554,"Slaný,Tomanova",A,4789,1,4789_1
8555,"Slaný,Tomanova",A,4789,2,4789_2
8556,Malé Přítočno,A,4790,1,4790_1
8557,Malé Přítočno,B,4790,2,4790_2
8558,"Libušín,rozc.Důl Max",A,4791,1,4791_1
8559,"Libušín,rozc.Důl Max",B,4791,2,4791_2
8560,"Libušín,Důl Max",A,4792,1,4792_1
8561,"Libušín,Suchá Horka",A,4793,1,4793_1
8562,"Libušín,Suchá Horka",B,4793,2,4793_2
8563,"Libušín,škola",A,4794,1,4794_1
8564,"Libušín,škola",B,4794,2,4794_2
8565,"Vinařice,škola",A,4796,1,4796_1
8566,"Vinařice,Zahr.kolonie",A,4797,1,4797_1
8567,"Vinařice,Zahr.kolonie",B,4797,2,4797_2
8568,Třebichovice,A,4798,1,4798_1
8569,Třebichovice,B,4798,2,4798_2
8570,"Třebichovice,u kapličky",A,4799,1,4799_1
8571,"Třebichovice,u kapličky",B,4799,2,4799_2
8572,"Třebichovice,u hřbitova",A,4800,1,4800_1
8573,"Třebichovice,u hřbitova",B,4800,2,4800_2
8574,Hrdlív,A,4801,1,4801_1
8575,Hrdlív,B,4801,2,4801_2
8576,"Slaný,Těhul",A,4802,1,4802_1
8577,"Slaný,Těhul",B,4802,2,4802_2
8578,"Slaný,Kvíc,u hrušky",A,4803,1,4803_1
8579,"Slaný,Kvíc,u hrušky",B,4803,2,4803_2
8580,"Slaný,Kvíček",A,4804,1,4804_1
8581,"Slaný,Kvíček",B,4804,2,4804_2
8582,"Slaný,Fantův mlýn",A,4805,1,4805_1
8583,"Slaný,Fantův mlýn",B,4805,2,4805_2
8584,"Pchery,Humny",A,4806,1,4806_1
8585,"Pchery,Humny",B,4806,2,4806_2
8586,"Jemníky,na Mašině",A,4807,1,4807_1
8587,"Jemníky,na Mašině",B,4807,2,4807_2
8588,"Slaný,Netovice",A,4808,1,4808_1
8589,"Slaný,Netovice",B,4808,2,4808_2
8590,"Slaný,Netovická",A,4809,1,4809_1
8591,"Slaný,V Ráji",A,4810,1,4810_1
8592,"Slaný,gymnázium",A,4811,1,4811_1
8593,"Slaný,modelářské středisko",A,4812,1,4812_1
8594,"Slaný,modelářské středisko",B,4812,2,4812_2
8595,"Slaný,Masarykovo nám.",A,4813,1,4813_1
8596,"Slaný,nemocnice",A,4814,1,4814_1
8597,"Slaný,nemocnice",B,4814,2,4814_2
8598,"Slaný,Na Hájích",B,4815,2,4815_2
8599,"Slaný,Na Hájích",C,4815,3,4815_3
8600,"Buštěhrad,u školy",A,4816,1,4816_1
8601,"Buštěhrad,u školy",B,4816,2,4816_2
8602,"Buštěhrad,Bouchalka Křiž.",A,4817,1,4817_1
8603,"Buštěhrad,Bouchalka Křiž.",A,4817,2,4817_2
8604,"Zájezd,Bůhzdař",A,4818,1,4818_1
8605,"Zájezd,Bůhzdař",B,4818,2,4818_2
8606,Zájezd,A,4819,1,4819_1
8607,Zájezd,B,4819,2,4819_2
8608,"Dolní Břežany,Hradišťátko",1,4820,1,4820_1
8609,"Dolní Břežany,Hradišťátko",2,4820,2,4820_2
8610,"Libochovičky,U č.3",A,4821,1,4821_1
8611,"Libochovičky,U č.3",B,4821,2,4821_2
8612,"Zvoleněves,hostinec",A,4822,1,4822_1
8613,"Zvoleněves,hostinec",B,4822,2,4822_2
8614,"Zvoleněves,hostinec",A,4822,401,4822_401
8615,"Zvoleněves,hostinec",B,4822,402,4822_402
8616,"Kamenný Most,křiž.",A,4823,1,4823_1
8617,"Kamenný Most,křiž.",B,4823,2,4823_2
8618,"Slatina,rozcestí",A,4824,1,4824_1
8619,"Slatina,rozcestí",B,4824,2,4824_2
8620,"Neuměřice,rozcestí",A,4825,1,4825_1
8621,"Neuměřice,rozcestí",B,4825,2,4825_2
8622,"Neuměřice,přijímací stanice",A,4826,1,4826_1
8623,"Neuměřice,přijímací stanice",B,4826,2,4826_2
8624,"Žižice,Osluchov",A,4828,1,4828_1
8625,"Žižice,Osluchov",B,4828,2,4828_2
8626,"Velvary,Ješín",A,4829,1,4829_1
8627,"Velvary,Ješín",A,4829,2,4829_2
8628,"Velvary,nám.",A,4830,1,4830_1
8629,"Žižice,odb.Luníkov",A,4831,1,4831_1
8630,"Žižice,odb.Luníkov",B,4831,2,4831_2
8631,Žižice,A,4832,1,4832_1
8632,"Žižice,odb.Zvoleněves",A,4833,1,4833_1
8633,"Žižice,odb.Zvoleněves",B,4833,2,4833_2
8634,"Žižice,Drnov",A,4834,1,4834_1
8635,"Žižice,Drnov",B,4834,2,4834_2
8636,"Slaný,Palackého",A,4835,1,4835_1
8637,"Slaný,U Sloupu",A,4836,1,4836_1
8638,"Slaný,U Sloupu",B,4836,2,4836_2
8639,"Třebusice,křiž.",A,4837,1,4837_1
8640,"Třebusice,křiž.",B,4837,2,4837_2
8641,"Třebusice,křiž.",C,4837,3,4837_3
8642,"Třebusice,křiž.",D,4837,4,4837_4
8643,Želenice,A,4838,1,4838_1
8644,Želenice,B,4838,2,4838_2
8645,"Vinařice,rozc.Třebichovice",A,4840,1,4840_1
8646,"Vinařice,rozc.Třebichovice",B,4840,2,4840_2
8647,"Slaný,Lotouš",A,4842,1,4842_1
8648,"Slaný,Lotouš",B,4842,2,4842_2
8649,"Chlumec n.Cidl.,žel.st.",1,4843,1,4843_1
8650,"Chlumec n.Cidl.,žel.st.",V,4843,8,4843_8
8651,Panenský Týnec,A,4850,1,4850_1
8652,Panenský Týnec,B,4850,2,4850_2
8653,"Toužetín,Sulec",A,4851,1,4851_1
8654,"Toužetín,Sulec",B,4851,2,4851_2
8655,"Smolnice,rozc.",A,4852,1,4852_1
8656,"Smolnice,rozc.",B,4852,2,4852_2
8657,"Chlumčany,motorest",A,4853,1,4853_1
8658,"Chlumčany,motorest",B,4853,2,4853_2
8659,"Louny,U spravedlnosti",A,4854,1,4854_1
8660,"Louny,U spravedlnosti",B,4854,2,4854_2
8661,"Louny,sokolovna",A,4857,1,4857_1
8662,"Louny,sokolovna",B,4857,2,4857_2
8663,"Louny,Luna",A,4858,1,4858_1
8664,"Louny,Luna",B,4858,2,4858_2
8665,"Nymburk,U Růžáku",A,4859,1,4859_1
8666,"Nymburk,U Růžáku",B,4859,2,4859_2
8667,"Slaný,Trpoměchy",A,4860,1,4860_1
8668,"Slaný,Trpoměchy",B,4860,2,4860_2
8669,Pramenná,A,4861,1,4861_1
8670,Pramenná,B,4861,2,4861_2
8671,"Dobšice,Libněves",1,4863,1,4863_1
8672,"Dobšice,Libněves",2,4863,2,4863_2
8673,"Běrunice,Velké Výkleky",1,4866,1,4866_1
8674,"Běrunice,Velké Výkleky",2,4866,2,4866_2
8675,"Královice,rozc.",A,4869,1,4869_1
8676,"Královice,rozc.",B,4869,2,4869_2
8677,"Klobuky,Páleček",A,4870,1,4870_1
8678,"Klobuky,Páleček",B,4870,2,4870_2
8679,"Vrbičany,žel.zast.",A,4872,1,4872_1
8680,"Vrbičany,žel.zast.",B,4872,2,4872_2
8681,"Peruc,Žel.st.",A,4873,1,4873_1
8682,"Peruc,Žel.st.",B,4873,2,4873_2
8683,"Zlonice,škola",A,4878,1,4878_1
8684,"Zlonice,škola",B,4878,2,4878_2
8685,"Kmetiněves,žel.st.",A,4880,1,4880_1
8686,"Kmetiněves,žel.st.",B,4880,2,4880_2
8687,"Bystřice,Tožice",1,4884,1,4884_1
8688,"Bystřice,Tožice",2,4884,2,4884_2
8689,"Olbramovice,žel.st.",1,4885,1,4885_1
8690,"Olbramovice,žel.st.",2,4885,2,4885_2
8691,"Tábor,aut.nádr.",V,4886,1,4886_1
8692,"Tábor,aut.nádr.",5,4886,5,4886_5
8693,"Tábor,aut.nádr.",7,4886,7,4886_7
8694,"Tábor,aut.nádr.",14,4886,14,4886_14
8695,"Tábor,aut.nádr.",16,4886,16,4886_16
8696,"Tábor,aut.nádr.",19,4886,19,4886_19
8697,U Jahodnice,A,4887,1,4887_1
8698,U Jahodnice,B,4887,2,4887_2
8699,"Pletený Újezd,křižovatka",A,4888,1,4888_1
8700,"Pletený Újezd,křižovatka",B,4888,2,4888_2
8701,Pletený Újezd,A,4889,1,4889_1
8702,Pletený Újezd,A,4889,2,4889_2
8703,"Braškov,Toskánka",A,4890,1,4890_1
8704,"Braškov,Toskánka",B,4890,2,4890_2
8705,Braškov,A,4891,1,4891_1
